0.338,0.792
0.535,0.978
0.242,0.624
0.134,0.922
0.459,0.702
0.359,0.519
0.437,0.814
0.109,0.441
0.356,0.991
0.367,0.160
0.727,0.333
0.411,0.194
0.665,0.725
0.545,0.909
0.599,0.301
0.565,0.852
0.501,0.994
0.069,0.955
0.821,0.422
0.877,0.494
0.890,0.663
0.923,0.617
0.767,0.704
0.941,0.534
0.305,0.340
0.558,0.270
0.635,0.976
0.737,0.723
0.886,0.469
0.531,0.386
0.485,0.354
0.316,0.889
0.644,0.767
0.247,0.119
0.884,0.734
0.474,0.166
0.573,0.518
0.287,0.031
0.986,0.203
0.055,0.113
0.039,0.300
0.109,0.076
0.137,0.343
0.066,0.390
0.360,0.697
0.949,0.225
0.074,0.935
0.023,0.180
0.037,0.993
0.732,0.295
0.624,0.920
0.145,0.849
0.763,0.699
0.404,0.109
0.048,0.194
0.487,0.709
0.242,0.567
0.783,0.742
0.124,0.420
0.054,0.716
0.064,0.695
0.313,0.208
0.999,0.840
0.534,0.305
0.565,0.490
0.500,0.951
0.632,0.182
0.044,0.400
0.821,0.194
0.638,0.028
0.855,0.297
0.760,0.932
0.732,0.707
0.679,0.546
0.256,0.791
0.597,0.790
0.904,0.348
0.834,0.333
0.642,0.050
0.903,0.814
0.813,0.950
0.083,0.074
0.168,0.141
0.142,0.228
0.523,0.110
0.353,0.386
0.115,0.041
0.017,0.601
0.718,0.327
0.885,0.749
0.142,0.200
0.298,0.223
0.113,0.578
0.109,0.374
0.194,0.291
0.190,0.106
0.235,0.912
0.314,0.874
0.703,0.575
0.655,0.165
0.180,0.287
0.525,0.358
0.971,0.184
0.100,0.635
0.851,0.090
0.692,0.687
0.160,0.186
0.940,0.013
0.916,0.279
0.417,0.792
0.229,0.833
0.411,0.058
0.143,0.690
0.343,0.544
0.452,0.747
0.084,0.746
0.407,0.792
0.572,0.034
0.469,0.627
0.100,0.128
0.715,0.560
0.252,0.685
0.472,0.498
0.815,0.425
0.777,0.184
0.665,0.036
0.111,0.550
0.791,0.445
0.689,0.697
0.561,0.214
0.220,0.204
0.752,0.612
0.523,0.438
0.665,0.029
0.224,0.664
0.124,0.043
0.341,0.397
0.807,0.228
0.028,0.406
0.921,0.942
0.617,0.368
0.609,0.688
0.642,0.792
0.392,0.591
0.604,0.414
0.600,0.351
0.310,0.975
0.568,0.494
0.115,0.103
0.600,0.359
0.140,0.434
0.834,0.229
0.325,0.521
0.483,0.029
0.271,0.423
0.018,0.204
0.400,0.877
0.334,0.040
0.377,0.889
0.422,0.645
0.191,0.909
0.342,0.823
0.332,0.332
0.065,0.083
0.179,0.027
0.266,0.474
0.569,0.023
0.156,0.737
0.571,0.508
0.731,0.517
0.449,0.385
0.202,0.066
0.566,0.319
0.446,0.350
0.805,0.558
0.517,0.745
0.084,0.219
0.865,0.125
0.588,0.946
0.363,0.157
0.862,0.412
0.095,0.634
0.241,0.272
0.940,0.632
0.451,0.647
0.508,0.665
0.642,0.709
0.977,0.309
0.094,0.722
0.589,0.151
0.855,0.642
0.459,0.422
0.393,0.246
0.615,0.645
0.459,0.561
0.751,0.852
0.021,0.183
0.986,0.265
0.692,0.029
0.250,0.836
0.177,0.345
0.497,0.404
0.908,0.677
0.897,0.418
0.828,0.671
0.483,0.852
0.320,0.389
0.975,0.373
0.710,0.250
0.049,0.357
0.367,0.576
0.739,0.266
0.761,0.864
0.623,0.136
0.051,0.854
0.539,0.110
0.977,0.997
0.769,0.297
0.522,0.665
0.779,0.703
0.602,0.084
0.403,0.301
0.626,0.625
0.666,0.959
0.282,0.421
0.267,0.638
0.778,0.828
0.771,0.021
0.628,0.416
0.273,0.203
0.854,0.855
0.254,0.416
0.480,0.713
0.624,0.521
0.989,0.147
0.650,0.874
0.428,0.639
0.898,0.011
0.975,0.285
0.528,0.954
0.299,0.890
0.263,0.363
0.418,0.189
0.641,0.151
0.716,0.821
0.174,0.400
0.331,0.973
0.245,0.529
0.823,0.340
0.870,0.691
0.357,0.223
0.826,0.257
0.863,0.771
0.798,0.462
0.712,0.015
0.838,0.166
0.598,0.055
0.813,0.056
0.964,0.057
0.890,0.030
0.028,0.285
0.352,0.118
0.772,0.317
0.251,0.066
0.875,0.739
0.973,0.328
0.019,0.312
0.651,0.622
0.392,0.712
0.985,0.147
0.180,0.834
0.391,0.483
0.870,0.855
0.830,0.350
0.583,0.943
0.512,0.740
0.496,0.154
0.213,0.719
0.601,0.400
0.893,0.810
0.868,0.996
0.084,0.811
0.700,0.054
0.516,0.235
0.220,0.851
0.995,0.145
0.592,0.449
0.312,0.830
0.146,0.046
0.868,0.034
0.520,0.527
0.919,0.724
0.167,0.923
0.856,0.211
0.053,0.570
0.273,0.708
0.058,0.046
0.049,0.090
0.773,0.728
0.800,0.409
0.182,0.899
0.332,0.641
0.725,0.663
0.366,0.083
0.948,0.493
0.871,0.638
0.356,0.945
0.546,0.094
0.405,0.336
0.927,0.790
0.632,0.708
0.538,0.072
0.728,0.689
0.207,0.518
0.681,0.745
0.506,0.618
0.425,0.246
0.347,0.743
0.771,0.793
0.370,0.021
0.264,0.004
0.604,0.290
0.985,0.504
0.113,0.093
0.479,0.662
0.941,0.944
0.759,0.195
0.745,0.093
0.393,0.006
0.636,0.833
0.807,0.126
0.144,0.145
0.994,0.854
0.188,0.831
0.154,0.623
0.614,0.235
0.714,0.461
0.459,0.228
0.137,0.407
0.733,0.963
0.739,0.024
0.547,0.454
0.703,0.655
0.842,0.851
0.521,0.397
0.848,0.780
0.728,0.092
0.022,0.800
0.469,0.383
0.505,0.623
0.279,0.249
0.213,0.642
0.233,0.757
0.956,0.481
0.426,0.529
0.844,0.151
0.683,0.540
0.055,0.475
0.627,0.200
0.139,0.701
0.563,0.519
0.084,0.965
0.509,0.392
0.027,0.347
0.113,0.053
0.251,0.017
0.059,0.710
0.510,0.044
0.778,0.289
0.047,0.561
0.827,0.480
0.545,0.792
0.293,0.554
0.929,0.463
0.314,0.431
0.592,0.212
0.844,0.025
0.982,0.133
0.737,0.387
0.793,0.736
0.093,0.448
0.643,0.433
0.088,0.505
0.837,0.924
0.223,0.144
0.959,0.036
0.027,0.477
0.459,0.651
0.304,0.726
0.837,0.297
0.217,0.255
0.019,0.564
0.960,0.051
0.794,0.539
0.692,0.613
0.613,0.251
0.977,0.768
0.556,0.658
0.751,0.042
0.145,0.067
0.834,0.394
0.993,0.069
0.463,0.865
0.166,0.386
0.487,0.645
0.234,0.166
0.214,0.006
0.002,0.032
0.674,0.606
0.641,0.673
0.563,0.056
0.795,0.439
0.335,0.844
0.212,0.140
0.430,0.399
0.252,0.766
0.954,0.354
0.248,0.319
0.901,0.435
0.827,0.098
0.818,0.078
0.044,0.579
0.917,0.320
0.136,0.566
0.241,0.317
0.444,0.530
0.734,0.311
0.254,0.972
0.861,0.382
0.680,0.069
0.339,0.635
0.453,0.795
0.564,0.437
0.344,0.801
0.458,0.886
0.154,0.721
0.175,0.315
0.647,0.015
0.052,0.872
0.046,0.741
0.412,0.599
0.976,0.180
0.909,0.667
0.162,0.513
0.595,0.992
0.831,0.402
0.484,0.445
0.400,0.910
0.725,0.793
0.931,0.887
0.904,0.660
0.418,0.821
0.392,0.281
0.068,0.512
0.469,0.559
0.259,0.667
0.595,0.626
0.954,0.225
0.215,0.274
0.933,0.100
0.867,0.531
0.219,0.845
0.043,0.720
0.870,0.946
0.548,0.480
0.865,0.841
0.040,0.610
0.816,0.465
0.114,0.114
0.401,0.472
0.497,0.841
0.158,0.370
0.813,0.222
0.865,0.735
0.638,0.020
0.484,0.949
0.071,0.511
0.728,0.262
0.980,0.894
0.726,0.467
0.198,0.649
0.391,0.580
0.407,0.872
0.075,0.597
0.614,0.285
0.291,0.855
0.919,0.596
0.146,0.094
0.273,0.546
0.788,0.653
0.692,0.027
0.775,0.738
0.308,0.851
0.239,0.724
0.314,0.789
0.383,0.641
0.887,0.941
0.033,0.829
0.896,0.567
0.445,0.874
0.130,0.208
0.984,0.336
0.185,0.368
0.716,0.116
0.876,0.122
0.898,0.845
0.081,0.855
0.124,0.934
0.061,0.692
0.862,0.687
0.586,0.643
0.094,0.454
0.277,0.943
0.634,0.323
0.883,0.628
0.432,0.933
0.594,0.910
0.843,0.638
0.039,0.859
0.035,0.038
0.425,0.011
0.379,0.778
0.944,0.370
0.895,0.917
0.981,0.117
0.667,0.335
0.100,0.144
0.759,0.964
0.803,0.934
0.037,0.403
0.085,0.076
0.476,0.218
0.645,0.844
0.764,0.504
0.499,0.853
0.326,0.734
0.721,0.106
0.219,0.773
0.780,0.891
0.650,0.120
0.514,0.393
0.703,0.793
0.379,0.059
0.593,0.802
0.142,0.705
0.620,0.838
0.521,0.807
0.406,0.516
0.270,0.552
0.589,0.962
0.851,0.101
0.093,0.015
0.629,0.935
0.781,0.118
0.011,0.042
0.780,0.545
0.436,0.217
0.212,0.343
0.310,0.861
0.690,0.434
0.709,0.322
0.334,0.774
0.454,0.590
0.133,0.519
0.268,0.686
0.681,0.832
0.270,0.564
0.930,0.134
0.749,0.231
0.439,0.923
0.652,0.173
0.851,0.659
0.279,0.061
0.158,0.543
0.051,0.999
0.978,0.079
0.025,0.870
0.296,0.706
0.154,0.360
0.363,0.078
0.384,0.363
0.563,0.852
0.762,0.742
0.537,0.611
0.708,0.378
0.444,0.142
0.751,0.999
0.306,0.345
0.712,0.588
0.927,0.801
0.388,0.565
0.034,0.838
0.836,0.809
0.725,0.038
0.596,0.485
0.526,0.584
0.381,0.011
0.246,0.142
0.806,0.778
0.780,0.869
0.443,0.109
0.771,0.878
0.524,0.816
0.956,0.016
0.441,0.377
0.590,0.190
0.467,0.523
0.500,0.375
0.144,0.738
0.429,0.753
0.254,0.253
0.805,0.668
0.705,0.972
0.630,0.560
0.557,0.779
0.757,0.152
0.612,0.021
0.895,0.988
0.843,0.849
0.716,0.615
0.728,0.673
0.612,0.987
0.046,0.686
0.167,0.324
0.351,0.118
0.485,0.499
0.012,0.183
0.631,0.395
0.296,0.481
0.634,0.484
0.812,0.528
0.416,0.129
0.154,0.615
0.864,0.678
0.914,0.855
0.912,0.364
0.972,0.514
0.792,0.692
0.079,0.932
0.821,0.151
0.908,0.645
0.337,0.319
0.375,0.455
0.465,0.828
0.650,0.974
0.730,0.244
0.413,0.967
0.912,0.625
0.714,0.569
0.484,0.719
0.837,0.252
0.357,0.618
0.231,0.523
0.480,0.603
0.999,0.696
0.313,0.466
0.567,0.543
0.325,0.112
0.457,0.151
0.721,0.120
0.125,0.197
0.715,0.392
0.575,0.975
0.795,0.000
0.684,0.415
0.934,0.178
0.859,0.747
0.932,0.897
0.717,0.047
0.014,0.336
0.478,0.042
0.208,0.499
0.719,0.190
0.603,0.652
0.193,0.657
0.982,0.135
0.958,0.811
0.700,0.451
0.167,0.225
0.710,0.031
0.056,0.333
0.354,0.208
0.849,0.479
0.996,0.974
0.512,0.365
0.332,0.625
0.445,0.230
0.405,0.794
0.940,0.526
0.617,0.178
0.205,0.032
0.756,0.037
0.460,0.006
0.873,0.033
0.759,0.177
0.573,0.502
0.479,0.137
0.621,0.181
0.035,0.821
0.714,0.573
0.008,0.624
0.810,0.621
0.107,0.303
0.251,0.193
0.024,0.330
0.763,0.926
0.815,0.835
0.615,0.876
0.042,0.041
0.146,0.394
0.968,0.355
0.364,0.507
0.198,0.819
0.888,0.269
0.994,0.490
0.645,0.072
0.453,0.833
0.481,0.359
0.788,0.751
0.310,0.854
0.984,0.147
0.776,0.459
0.769,0.870
0.495,0.080
0.311,0.149
0.038,0.346
0.837,0.390
0.702,0.066
0.607,0.799
0.557,0.755
0.899,0.745
0.953,0.509
0.345,0.184
0.891,0.767
0.789,0.411
0.765,0.592
0.935,0.387
0.958,0.668
0.752,0.076
0.288,0.379
0.401,0.904
0.522,0.518
0.489,0.763
0.249,0.415
0.538,0.950
0.715,0.236
0.716,0.986
0.037,0.663
0.555,0.810
0.009,0.857
0.425,0.079
0.865,0.718
0.112,0.350
0.549,0.015
0.176,0.443
0.616,0.590
0.388,0.819
0.519,0.848
0.719,0.396
0.590,0.623
0.523,0.905
0.003,0.502
0.571,0.670
0.949,0.203
0.929,0.745
0.705,0.752
0.788,0.131
0.143,0.282
0.489,0.087
0.041,0.389
0.966,0.013
0.992,0.032
0.379,0.303
0.371,0.272
0.011,0.071
0.045,0.625
0.967,0.698
0.610,0.252
0.300,0.025
0.308,0.889
0.618,0.552
0.044,0.079
0.598,0.418
0.320,0.769
0.120,0.492
0.902,0.343
0.768,0.925
0.329,0.761
0.645,0.846
0.083,0.936
0.747,0.635
0.791,0.412
0.525,0.575
0.394,0.299
0.878,0.674
0.682,0.342
0.136,0.826
0.619,0.702
0.490,0.689
0.515,0.542
0.710,0.315
0.262,0.410
0.365,0.914
0.334,0.289
0.408,0.759
0.720,0.218
0.955,0.713
0.464,0.860
0.977,0.542
0.699,0.653
0.670,0.955
0.636,0.486
0.046,0.736
0.004,0.138
0.821,0.388
0.747,0.870
0.913,0.168
0.003,0.702
0.193,0.860
0.151,0.120
0.850,0.274
0.414,0.219
0.187,0.922
0.611,0.555
0.491,0.810
0.974,0.088
0.380,0.773
0.975,0.763
0.791,0.307
0.048,0.705
0.008,0.565
0.117,0.327
0.668,0.579
0.688,0.888
0.722,0.269
0.494,0.839
0.343,0.266
0.595,0.274
0.207,0.869
0.368,0.167
0.481,0.963
0.729,0.593
0.148,0.208
0.629,0.224
0.613,0.151
0.742,0.427
0.523,0.544
0.526,0.904
0.941,0.307
0.933,0.256
0.511,0.863
0.988,0.971
0.774,0.355
0.833,0.496
0.901,0.807
0.743,0.734
0.537,0.533
0.570,0.538
0.183,0.133
0.684,0.895
0.644,0.958
0.423,0.768
0.719,0.011
0.186,0.393
0.246,0.958
0.565,0.034
0.037,0.317
0.568,0.042
0.971,0.971
0.769,0.201
0.053,0.316
0.079,0.040
0.517,0.618
0.923,0.883
0.457,0.552
0.588,0.792
0.960,0.457
0.406,0.295
0.652,0.146
0.133,0.308
0.777,0.887
0.632,0.535
0.611,0.113
0.069,0.244
0.954,0.083
0.852,0.225
0.510,0.530
0.179,0.506
0.949,0.665
0.410,0.602
0.179,0.400
0.227,0.389
0.797,0.584
0.335,0.670
0.202,0.823
0.451,0.921
0.438,0.396
0.573,0.824
0.469,0.627
0.750,0.651
0.172,0.623
0.016,0.906
0.473,0.647
0.335,0.163
0.250,0.426
0.749,0.539
0.852,0.698
0.273,0.288
0.056,0.272
0.947,0.324
0.304,0.959
0.466,0.480
0.905,0.512
0.957,0.456
0.585,0.133
0.076,0.460
0.274,0.794
0.762,0.172
0.606,0.593
0.323,0.933
0.171,0.542
0.966,0.846
0.605,0.126
0.553,0.973
0.534,0.607
0.958,0.721
0.397,0.114
0.432,0.919
0.633,0.897
0.553,0.128
0.358,0.292
0.848,0.475
0.068,0.280
0.214,0.739
0.917,0.826
0.733,0.731
0.472,0.296
0.792,0.243
0.309,0.119
0.785,0.033
0.091,0.766
0.336,0.574
0.179,0.783
0.192,0.561
0.013,0.112
0.323,0.035
0.856,0.398
0.979,0.772
0.950,0.198
0.258,0.086
0.945,0.450
0.509,0.557
0.673,0.035
0.167,0.927
0.945,0.498
0.271,0.516
0.186,0.665
0.721,0.049
0.909,0.973
0.081,0.362
0.299,0.382
0.409,0.518
0.428,0.019
0.214,0.488
0.530,0.730
0.351,0.814
0.295,0.196
0.179,0.030
0.699,0.054
0.550,0.185
0.396,0.384
0.066,0.973
0.131,0.827
0.483,0.227
0.132,0.849
0.444,0.834
0.633,0.663
0.729,0.197
0.680,0.710
0.393,0.147
0.192,0.676
0.218,0.284
0.800,0.932
0.407,0.291
0.556,0.077
0.688,0.119
0.467,0.447
1.000,0.260
0.744,0.858
0.554,0.541
0.349,0.771
0.661,0.788
0.912,0.220
0.466,0.594
0.011,0.686
0.558,0.355
0.640,0.233
0.968,0.402
0.428,0.384
0.055,0.208
0.163,0.134
0.525,0.647
0.241,0.883
0.840,0.199
0.922,0.485
0.969,0.823
0.600,0.038
0.527,0.944
0.242,0.569
0.207,0.639
0.161,0.560
0.684,0.728
0.428,0.689
0.574,0.705
0.920,0.809
0.269,0.303
0.049,0.488
0.189,0.052
0.053,0.993
0.401,0.383
0.402,0.954
0.104,0.819
0.533,0.195
0.820,0.443
0.441,0.015
0.385,0.212
0.252,0.737
0.465,0.349
0.676,0.811
0.569,0.355
0.745,0.784
0.098,0.667
0.876,0.258
0.940,0.421
0.711,0.833
0.395,0.254
0.533,0.320
0.182,0.270
0.024,0.562
0.712,0.781
0.564,0.654
0.798,0.966
0.529,0.731
0.251,0.003
0.020,0.566
0.290,0.325
0.542,0.615
0.916,0.150
0.726,0.642
0.933,0.456
0.774,0.956
0.886,0.896
0.238,0.037
0.354,0.451
0.131,0.783
0.662,0.932
0.636,0.107
0.100,0.156
0.095,0.950
0.437,0.419
0.008,0.656
0.417,0.261
0.037,0.513
0.612,0.394
0.864,0.092
0.669,0.090
0.186,0.434
0.254,0.696
0.806,0.832
0.694,0.877
0.357,0.146
0.146,0.559
0.648,0.438
0.995,0.660
0.358,0.940
0.410,0.265
0.243,0.539
0.645,0.237
0.564,0.935
0.724,0.015
0.022,0.358
0.842,0.087
0.544,0.581
0.336,0.311
0.530,0.671
0.872,0.750
0.797,0.495
0.014,0.397
0.907,0.470
0.782,0.768
0.641,0.487
0.871,0.979
0.971,0.056
0.603,0.532
0.084,0.275
0.546,0.489
0.981,0.077
0.311,0.042
0.219,0.796
0.013,0.936
0.561,0.477
0.277,0.444
0.281,0.615
0.651,0.052
0.446,0.940
0.412,0.984
0.490,0.886
0.242,0.080
0.996,0.856
0.015,0.920
0.657,0.705
0.191,0.747
0.624,0.162
0.546,0.929
0.625,0.957
0.945,0.626
0.270,0.890
0.895,0.478
0.106,0.906
0.104,0.727
0.316,0.042
0.709,0.810
0.022,0.725
0.774,0.750
0.755,0.310
0.137,0.866
0.323,0.009
0.893,0.869
0.318,0.028
0.755,0.025
0.379,0.692
0.014,0.611
0.497,0.146
0.801,0.027
0.541,0.212
0.002,0.166
0.912,0.185
0.600,0.248
0.352,0.013
0.362,0.092
0.085,0.829
0.702,0.480
0.155,0.345
0.557,0.615
0.598,0.557
0.081,0.156
0.691,0.999
0.105,0.185
0.230,0.527
0.644,0.092
0.552,0.916
0.218,0.943
0.457,0.620
0.461,0.042
0.243,0.313
0.506,0.928
0.285,0.020
0.309,0.291
0.355,0.917
0.413,0.589
0.052,0.146
0.711,0.840
0.632,0.036
0.642,0.495
0.394,0.460
0.050,0.782
0.914,0.707
0.832,0.530
0.507,0.337
0.149,0.178
0.527,0.046
0.173,0.592
0.654,0.118
0.854,0.792
0.294,0.642
0.769,0.035
0.185,0.612
0.543,0.270
0.295,0.183
0.488,0.417
0.771,0.178
0.697,0.430
0.162,0.892
0.479,0.321
0.820,0.267
0.733,0.783
0.794,0.917
0.985,0.391
0.941,0.046
0.984,0.949
0.211,0.728
0.068,0.813
0.234,0.189
0.400,0.493
0.135,0.316
0.064,0.214
0.968,0.589
0.885,0.556
0.348,0.977
0.192,0.824
0.900,0.354
0.066,0.359
0.923,0.969
0.298,0.518
0.314,0.253
0.797,0.529
0.150,0.452
0.457,0.724
0.364,0.637
0.622,0.247
0.447,0.151
0.622,0.962
0.291,0.772
0.420,0.246
0.994,0.673
0.989,0.162
0.529,0.181
0.845,0.148
0.423,0.525
0.195,0.657
0.682,0.896
0.196,0.759
0.255,0.792
0.350,0.198
0.853,0.796
0.092,0.339
0.114,0.108
0.764,0.362
0.846,0.780
0.547,0.431
0.517,0.867
0.828,0.118
0.664,0.676
0.227,0.988
0.934,0.666
0.316,0.470
0.104,0.975
0.604,0.211
0.043,0.804
0.013,0.295
0.802,0.380
0.772,0.420
0.504,0.533
0.999,0.447
0.262,0.091
0.381,0.856
0.772,0.678
0.574,0.718
0.064,0.713
0.029,0.811
0.792,0.270
0.652,0.685
0.227,0.674
0.158,0.518
0.408,0.164
0.241,0.234
0.620,0.937
0.252,0.367
0.595,0.355
0.355,0.794
0.911,0.240
0.651,0.915
0.603,0.128
0.161,0.330
0.258,0.060
0.224,0.383
0.654,0.769
0.136,0.990
0.514,0.200
0.382,0.323
0.021,0.742
0.213,0.491
0.966,0.776
0.620,0.338
0.003,0.335
0.323,0.388
0.041,0.101
0.394,0.758
0.644,0.755
0.757,0.934
0.237,0.278
0.397,0.313
0.806,0.495
0.052,0.304
0.908,0.227
0.598,0.850
0.573,0.613
0.398,0.096
0.595,0.579
0.776,0.821
0.347,0.140
0.153,0.547
0.868,0.187
0.124,0.350
0.074,0.793
0.131,0.346
0.278,0.833
0.974,0.990
0.993,0.251
0.566,0.173
0.427,0.401
0.587,0.136
0.888,0.355
0.604,0.378
0.535,0.836
0.395,0.045
0.727,0.474
0.567,0.998
0.978,0.300
0.067,0.866
0.341,0.239
0.674,0.906
0.990,0.837
0.456,0.102
0.017,0.810
0.136,0.790
0.044,0.128
0.468,0.015
0.452,0.645
0.909,0.253
0.416,0.550
0.079,0.770
0.571,0.861
0.165,0.229
0.106,0.863
0.349,0.031
0.634,0.717
0.256,0.242
0.056,0.556
0.227,0.049
0.882,0.102
0.260,0.011
0.404,0.924
0.483,0.559
0.306,0.765
0.834,0.966
0.061,0.660
0.277,0.223
0.252,0.731
0.516,0.960
0.414,0.598
0.586,0.136
0.603,0.413
0.345,0.560
0.910,0.537
0.671,0.705
0.481,0.363
0.694,0.098
0.863,0.572
0.946,0.357
0.015,0.673
0.393,0.964
0.826,0.011
0.663,0.928
0.200,0.303
0.691,0.067
0.085,0.421
0.004,0.726
0.370,0.071
0.728,0.394
0.971,0.390
0.439,0.753
0.744,0.294
0.623,0.262
0.370,0.966
0.214,0.937
0.485,0.423
0.729,0.621
0.788,0.852
0.222,0.680
0.915,0.271
0.897,0.533
0.994,0.572
0.643,0.730
0.042,0.812
0.946,0.384
0.841,0.311
0.889,0.481
0.371,0.901
0.527,0.718
0.596,0.028
0.346,0.932
0.655,0.568
0.640,0.826
0.978,0.349
0.053,0.329
0.030,0.602
0.958,0.410
0.589,0.264
0.345,0.787
0.517,0.082
0.682,0.470
0.258,0.307
0.225,0.685
0.550,0.099
0.431,0.437
0.126,0.955
0.543,0.300
0.495,0.661
0.990,0.508
0.587,0.492
0.613,0.240
0.648,0.037
0.671,0.933
0.646,0.501
0.700,0.068
0.811,0.802
0.531,0.013
0.094,0.114
0.488,0.555
0.031,0.324
0.215,0.161
0.444,0.523
0.518,0.713
0.009,0.569
0.126,0.339
0.901,0.312
0.643,0.177
0.272,0.952
0.118,0.215
0.585,0.074
0.526,0.643
0.157,0.660
0.185,0.055
0.495,0.788
0.058,0.702
0.348,0.006
0.968,0.907
0.707,0.902
0.601,0.739
0.965,0.035
0.071,0.739
0.542,0.050
0.942,0.130
0.180,0.716
0.836,0.953
0.328,0.838
0.860,0.358
0.354,0.979
